"Group_Name","GroupID","Month_Num","Month","Members","PERC_TOTAL_MEM","PERC_TOTAL_PSR_PHONE","PERC_TOTAL_PCG_NEWALERT","PERC_TOTAL_PCG_PAC","PERC_TOTAL_PCG_PDC","PERC_TOTAL_PCG_REF","PERC_TOTAL_PCG_FLLOWUP","PERC_TOTAL_PCG_TERM","PERC_TOTAL_PCG_EMPGRP","PSR_PHONE_ACTS_LIKE_MEM","PCG_FOLLOWUP_ACTS_LIKE","PCG_NEWALERT_ACTS_LIKE","PCG_PAC_ACTS_LIKE","PCG_PDC_ACTS_LIKE","PCG_REF_ACTS_LIKE","PCG_TERM_ACTS_LIKE","PCG_EMPGRP_ACTS_LIKE","PRED_PHONE_VOLUME","PRED_PCGNEWALERT","PRED_PCGFOLLOWUP","PRED_PCGPAC","PRED_PCGPDC","PRED_PCGREF","PRED_PCGTERM","PRED_PCGEMPGRP","SUCC_TIME_PCGNEWALERT","SUCC_TIME_PCGFOLLOWUP","SUCC_TIME_PCGEMPGRP","SUCC_TIME_PCGPAC","SUCC_TIME_PCGPDC","SUCC_TIME_PCGREF","SUCC_TIME_PCGTERM","UNSUCC_TIME_PCGNEWALERT","UNSUCC_TIME_PCGFOLLOWUP","UNSUCC_TIME_PCGEMPGRP","UNSUCC_TIME_PCGPAC","UNSUCC_TIME_PCGPDC","UNSUCC_TIME_PCGREF","UNSUCC_TIME_PCGTERM","PERC_SUCCESSFUL_PCGNEWALERT","PERC_SUCCESSFUL_PCGFOLLOWUP","PERC_SUCCESSFUL_PCGEMPGRP","PERC_SUCCESSFUL_PCGPAC","PERC_SUCCESSFUL_PCGPDC","PERC_SUCCESSFUL_PCGREF","PERC_SUCCESSFUL_PCGTERM","PCGPDC_TIME_HOURS_SUCC","PCGPDC_TIME_HOURS_UNSUCC","PCGPAC_TIME_HOURS_SUCC","PCGPAC_TIME_HOURS_UNSUCC","PCGFLLUP_TIME_HOURS_SUCC","PCGFLLUP_TIME_HOURS_UNSUCC","PCGNEWALERT_TIME_HOURS_SUCC","PCGNEWALERT_TIME_HOURS_UNSUCC","PCGREF_TIME_HOURS_SUCC","PCGREF_TIME_HOURS_UNSUCC","PCGTERM_TIME_HOURS_SUCC","PCGTERM_TIME_HOURS_UNSUCC","PCGEMPGRP_TIME_HOURS_SUCC","PCGEMPGRP_TIME_HOURS_UNSUCC","PCG_ALL_TIME_HOURS","PCG_SUCC_TIME_HOURS","PCG_UNSUCC_TIME_HOURS","PCGPDC_TIME_HOURS","PCGPAC_TIME_HOURS","PCGFLLUP_TIME_HOURS","PCGNEWALERT_TIME_HOURS","PCGREF_TIME_HOURS","PCGTERM_TIME_HOURS","PCGEMPGRP_TIME_HOURS","SUCC_TIME_PSR_PHONE"
"ACME COMPANY -287",287,2,"February",24812,0.016068,0.010844,0.009558,0.01301,0.014655,0.013083,0.003398,0.000168,0.006014,16745.2,13862.2,14759.3,20089.9,22630.1,20202.6,8559.4,21221.8,2585.2,170,89.8,37.7,204.3,345.9,4.4,159,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,8.677179,9.881377,6.46401,0.911624,13.659905,9.091412,15.689799,16.291355,51.291924,29.047724,0.147811,0,2.835302,0,163.989422,98.76593,65.223492,18.558556,7.375634,22.751317,31.981154,80.339648,0.147811,2.835302,7.68
"ACME COMPANY -287",287,3,"March",24812,0.016068,0.011162,0.00819,0.014961,0.015273,0.013751,0.002703,0.02421,0.005227,17236.2,14005.8,12646.9,23102.6,23584.4,21234.1,16266.5,14625,2650.8,95.1,81.8,34.5,243.8,416,732.4,158.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,10.354785,11.791796,5.915496,0.834267,12.434109,8.275578,8.774008,9.110408,61.686616,34.934462,24.413785,0,2.820182,0,191.345492,126.398981,64.946511,22.146581,6.749763,20.709687,17.884416,96.621078,24.413785,2.820182,7.68
"ACME COMPANY -287",287,4,"April",24812,0.016068,0.01617,0.009781,0.013946,0.00817,0.015433,0.006596,0.021312,0.002662,24969.5,21336,15103.7,21535.2,12616,23831.4,15407.9,11871.7,3527.1,135.8,221.3,33,116.8,517.8,715.1,89.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,4.958855,5.647033,5.657513,0.797883,33.650785,22.396434,12.530094,13.010504,76.787731,43.48655,23.836416,0,1.592611,0,244.352409,159.014005,85.338404,10.605888,6.455396,56.047219,25.540598,120.274281,23.836416,1.592611,7.68
"ACME COMPANY -287",287,5,"May",24812,0.016068,0.014278,0.01195,0.011428,0.014842,0.012782,0.00314,0.000214,0.005222,22047.9,15262.7,18453,17647,22918.8,19737.8,8360.2,17406.1,2764.9,290.8,80.3,33.2,231.6,326.9,5.5,133.6,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,9.837964,11.203252,5.705278,0.80462,12.210427,8.126705,26.838263,27.867257,48.48071,27.455673,0.182265,0,2.381894,0,181.094308,105.636801,75.457507,21.041216,6.509898,20.337132,54.70552,75.936383,0.182265,2.381894,7.68
"ACME COMPANY -287",287,6,"June",24812,0.016068,0.013533,0.012101,0.015643,0.014813,0.012178,0.007335,0.000185,0.005208,20897.5,19983.3,18686.2,24155.7,22874,18805.1,10048,17183.7,2830.2,375.9,180.2,52.4,239.2,299.3,4.6,128,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,10.158472,11.568239,8.996664,1.268807,27.404157,18.238962,34.689311,36.019318,44.377059,25.131687,0.151831,0,2.282077,0,220.286584,128.059571,92.227013,21.726711,10.265471,45.643119,70.708629,69.508746,0.151831,2.282077,7.68
"ACME COMPANY -287",287,7,"July",24812,0.016068,0.012336,0.011544,0.009983,0.014094,0.014621,0.003685,0.000155,0.004604,19049.1,16356,17826.1,15415.6,21763.8,22577.6,8099.3,19629.7,2340.5,334.7,89.6,23,219.8,355.6,3.8,112,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,9.333006,10.628217,3.948672,0.556884,13.628361,9.070418,30.88827,32.072544,52.732565,29.86359,0.12554,0,1.996944,0,194.845011,112.653358,82.191653,19.961223,4.505556,22.698779,62.960814,82.596155,0.12554,1.996944,7.68
"ACME COMPANY -287",287,8,"August",24812,0.016068,0.015419,0.011825,0.011714,0.015113,0.011359,0.002848,0.014727,0.00546,23809.8,15696.7,18260,18088.6,23337.3,17540.4,17108.1,16962.9,3358.6,387,73,41.6,266.8,291.2,377.5,140,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,11.330381,12.902783,7.149151,1.00825,11.100585,7.388045,35.711137,37.080322,43.17543,24.451178,12.58291,0,2.496061,0,206.376233,123.545655,82.830578,24.233164,8.157401,18.48863,72.791459,67.626608,12.58291,2.496061,7.68
"ACME COMPANY -287",287,9,"September",24812,0.016068,0.013268,0.013621,0.013017,0.013592,0.013061,0.005568,0.008774,0.007664,20488.3,24118.7,21033.4,20100.7,20988.6,20168.6,15634.9,30545.6,2502.7,662.8,150,40.1,253.5,351.9,236.4,206.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,10.764774,12.258682,6.876187,0.969754,22.809864,15.181209,61.166324,63.511474,52.186747,29.554481,7.88035,0,3.682503,0,286.842349,165.366749,121.4756,23.023456,7.845941,37.991073,124.677798,81.741228,7.88035,3.682503,7.68
"ACME COMPANY -287",287,10,"October",24812,0.016068,0.01531,0.013672,0.012423,0.010844,0.013271,0.002717,0.000352,0.004936,23641.5,15800.1,21112.1,19183.4,16745.2,20492.9,7790.4,20080.6,3467.4,380.7,73,35.6,212.7,356.7,9.5,132.6,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,9.033577,10.287235,6.114881,0.862386,11.10316,7.389759,35.13119,36.478139,52.888679,29.952001,0.315152,0,2.365466,0,201.921625,116.952105,84.96952,19.320812,6.977267,18.492919,71.609329,82.84068,0.315152,2.365466,7.68
"ACME COMPANY -287",287,11,"November",24812,0.016068,0.01417,0.00399,0.016389,0.014957,0.013352,0.002671,0.004421,0.003324,21881.1,13811.2,6161.3,25307.7,23096.4,20618,15668.9,17606.8,2020.1,51,68.6,69.3,239.6,342.7,113.5,85.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,10.177858,11.590315,11.9019,1.678535,10.423336,6.937298,4.707207,4.887684,50.824533,28.78303,3.782946,0,1.521709,0,147.216351,93.339489,53.876862,21.768173,13.580435,17.360634,9.594891,79.607563,3.782946,1.521709,7.68
"ACME COMPANY -287",287,12,"December",24812,0.016068,0.015408,0.013293,0.014445,0.015102,0.01306,0.004391,0.000329,0.005502,23792.8,13473,20526.9,22305.8,23320.3,20167.1,8727.7,17855.4,2123,141.9,59.8,47.1,248.5,177.9,4.5,75,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.169173,0.340025,1,0.663717,0.467557,0.271845,1,10.554,12.018658,8.087034,1.140521,9.096367,6.054129,13.097587,13.599755,26.387622,14.94388,0.149211,0,1.336843,0,116.465607,68.708664,47.756943,22.572658,9.227555,15.150496,26.697342,41.331502,0.149211,1.336843,7.68
"ACME COMPANY -290",290,1,"January",2323,0.001504,0.000984,0.002571,0.003721,0.000686,0.001755,0.001268,0.003915,0.000751,1519.8,1890.5,3971,5747.3,1059.6,2710.7,1949.2,2256.6,302.1,57.7,27.5,8.2,8.8,38,84.8,16.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.260177,0.542036,1.534503,0.160173,3.934927,2.861793,8.742803,4.806002,7.866645,2.721634,2.826534,0,0.290057,0,36.547284,25.455646,11.091638,0.802213,1.694676,6.79672,13.548805,10.588279,2.826534,0.290057,7.68
"ACME COMPANY -290",290,2,"February",2323,0.001504,0.001655,0.004456,0.002867,0.000582,0.001466,0.001459,0.000121,0.000815,2556.2,5951.1,6882.5,4428.2,898.9,2264.3,6198.3,2875.9,394.5,79.3,38.6,8.3,8.1,38.7,3.2,21.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.238894,0.497697,1.561092,0.162948,5.525382,4.018499,12.010073,6.602052,8.017429,2.7738,0.107006,0,0.384125,0,41.898997,27.844001,14.054996,0.736591,1.72404,9.543881,18.612125,10.791229,0.107006,0.384125,7.68
"ACME COMPANY -290",290,3,"March",2323,0.001504,0.001187,0.003996,0.000883,0.000508,0.000952,0.000594,0.002703,0.000691,1833.4,3079.8,6172,1363.8,784.6,1470.4,1816.4,1935.3,281.9,46.4,18,2,8.1,28.8,81.8,20.9,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.238825,0.497553,0.382579,0.039934,2.576471,1.873815,7.029021,3.86392,5.959883,2.061949,2.725884,0,0.372967,0,27.622801,19.28563,8.337171,0.736378,0.422513,4.450286,10.892941,8.021832,2.725884,0.372967,7.68
"ACME COMPANY -290",290,4,"April",2323,0.001504,0.001418,0.004722,0.001804,0.001484,0.001904,0.000945,0.002836,0.000419,2190.2,3058.2,7293.4,2786.4,2292.1,2940.8,2051.2,1872,309.3,65.6,31.7,4.3,21.2,63.9,95.1,14.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.624899,1.301874,0.801886,0.083701,4.543276,3.304232,9.933487,5.460533,13.215246,4.572096,3.171645,0,0.251012,0,47.263887,32.541451,14.722436,1.926773,0.885587,7.847508,15.39402,17.787342,3.171645,0.251012,7.68
"ACME COMPANY -290",290,5,"May",2323,0.001504,0.001229,0.000939,0.002308,0.000375,0.001306,0.00095,0.000164,0.000536,1898.2,4619.7,1450.3,3564.8,579.2,2017.2,6420.7,1787,237.9,22.9,24.3,6.7,5.8,33.4,4.2,13.7,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.172198,0.358746,1.262537,0.131785,3.481772,2.532222,3.46354,1.903941,6.911936,2.391332,0.139957,0,0.244382,0,22.994348,15.676322,7.318026,0.530944,1.394322,6.013994,5.367481,9.303268,0.139957,0.244382,7.68
"ACME COMPANY -290",290,6,"June",2323,0.001504,0.002869,0.001079,0.003387,0.001214,0.002591,0.00079,0.00011,0.000505,4431.3,2151.6,1666.6,5231.4,1875.1,4001.9,5962,1666.6,599.9,33.5,19.4,11.3,19.6,63.7,2.7,12.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.577665,1.20347,2.134499,0.222801,2.780256,2.022024,5.076794,2.790762,13.175781,4.558442,0.090065,0,0.221196,0,34.853755,24.056256,10.797499,1.781135,2.3573,4.80228,7.867556,17.734223,0.090065,0.221196,7.68
"ACME COMPANY -290",290,7,"July",2323,0.001504,0.001617,0.001652,0.002883,0.000467,0.001777,0.000857,0.000116,0.00062,2497.5,3802.7,2551.6,4452.9,721.3,2744.7,6046.9,2644.3,306.7,47.9,20.8,6.6,7.3,43.2,2.8,15.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.214525,0.446928,1.249401,0.130414,2.985012,2.170939,7.25893,3.990303,8.941857,3.093626,0.093698,0,0.268868,0,30.844501,21.012291,9.83221,0.661453,1.379815,5.155951,11.249233,12.035483,0.093698,0.268868,7.68
"ACME COMPANY -290",290,8,"August",2323,0.001504,0.011031,0.004262,0.006099,0.002118,0.00618,0.000702,0.000479,0.001798,17037.9,3870.6,6582.9,9420.2,3271.4,9545.3,556,5586.6,2402.9,139.5,18,21.7,37.4,158.4,12.3,46.1,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,1.101542,2.294881,4.079152,0.425787,2.578819,1.875523,21.135533,11.618405,32.778684,11.340486,0.408942,0,0.821811,0,90.459565,62.904483,27.555082,3.396423,4.504939,4.454342,32.753938,44.11917,0.408942,0.821811,7.68
"ACME COMPANY -290",290,9,"September",2323,0.001504,0.001642,0.001571,0.001247,0.000222,0.001699,0.000602,0.001281,0.00034,2536.1,2607.2,2426.5,1926.1,342.9,2624.2,2282.8,1354.6,309.7,76.4,16.2,3.8,4.1,45.8,34.5,9.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.121714,0.253571,0.722075,0.075371,2.323539,1.689863,11.582417,6.366965,9.47304,3.2774,1.150146,0,0.163196,0,37.199297,25.536127,11.66317,0.375285,0.797446,4.013402,17.949382,12.75044,1.150146,0.163196,7.68
"ACME COMPANY -290",290,10,"October",2323,0.001504,0.000623,0.001395,0.002004,0.000581,0.001078,0.000717,0.000315,0.000453,962.3,4171.8,2154.6,3095.3,897.4,1665,6967.5,1842.6,141,38.8,19.3,5.7,11.4,29,8.5,12.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.33571,0.699398,1.081015,0.112837,2.762279,2.00895,5.886038,3.235611,5.991751,2.072974,0.281818,0,0.216929,0,24.68531,16.55554,8.12977,1.035108,1.193852,4.771229,9.121649,8.064725,0.281818,0.216929,7.68
"ACME COMPANY -290",290,11,"November",2323,0.001504,0.001217,0.001067,0.002258,0.001014,0.002112,0.000513,0.000479,0.000194,1879.7,2652,1648,3487.6,1566.2,3262.1,1699,1028.7,173.5,13.6,13.2,9.6,16.2,54.2,12.3,5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.478707,0.997306,1.796953,0.187568,1.885835,1.371529,2.066749,1.136111,11.217697,3.881001,0.410117,0,0.08894,0,25.518513,17.944998,7.573515,1.476013,1.984521,3.257364,3.20286,15.098698,0.410117,0.08894,7.68
"ACME COMPANY -290",290,12,"December",2323,0.001504,0.001084,0.001698,0.001347,0.001085,0.001356,0.00117,0.000253,0.000613,1674.3,3589.5,2622.6,2080.5,1675.8,2094.4,6720.3,1989.4,149.3,18.1,15.9,4.4,17.9,18.5,3.4,8.4,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.277778,0.320413,1,0.727273,0.324324,0.37931,1,0.52613,1.096106,0.826315,0.086251,2.283383,1.660658,2.746931,1.510014,3.82147,1.322119,0.114864,0,0.148955,0,16.143196,10.468048,5.675148,1.622236,0.912566,3.944041,4.256945,5.143589,0.114864,0.148955,7.68
"ACME COMPANY -292",292,1,"January",13842,0.008964,0.009077,0.008079,0.007156,0.010267,0.009807,0.003957,0.026403,0.003033,14016.5,5897.2,12475.4,11050.1,15854.1,15143.7,13142.5,9115.3,2787.1,181.3,85.7,15.7,132.3,212.4,571.8,65.7,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,4.965445,7.048646,2.501519,0.433064,12.21978,8.951699,15.559615,17.623508,19.451517,20.38406,19.061336,0,1.171523,0,129.371712,74.930735,54.440977,12.014091,2.934583,21.171479,33.183123,39.835577,19.061336,1.171523,7.68
"ACME COMPANY -292",292,2,"February",13842,0.008964,0.011247,0.00735,0.011149,0.010746,0.010963,0.003398,0.000168,0.005193,17367.4,13862.1,11349.7,17216,16593.7,16928.8,8559.4,18326.3,2681.3,130.7,89.8,32.3,149.8,289.8,4.4,137.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,5.624295,7.983909,5.145705,0.890827,12.808855,9.38323,11.219087,12.707234,26.544027,27.816599,0.147811,0,2.448608,0,122.720187,63.938388,58.781799,13.608204,6.036532,22.192085,23.926321,54.360626,0.147811,2.448608,7.68
"ACME COMPANY -292",292,3,"March",13842,0.008964,0.012908,0.006886,0.009588,0.009618,0.008993,0.002703,0.019793,0.004347,19932.2,14005.7,10633.2,14805.6,14851.9,13886.8,13298.4,12161.9,3065.3,79.9,81.8,22.1,153.5,272.1,598.8,131.5,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,5.764028,8.182265,3.521579,0.609657,11.659429,8.541209,6.859443,7.769309,24.915155,26.109636,19.95904,0,2.345199,0,126.235949,75.023873,51.212076,13.946293,4.131236,20.200638,14.628752,51.024791,19.95904,2.345199,7.68
"ACME COMPANY -292",292,4,"April",13842,0.008964,0.013736,0.009725,0.009242,0.007226,0.009968,0.004216,0.016858,0.00227,21210.8,13636.6,15017.1,14271.3,11158.2,15392.4,12188.2,10123.6,2996.1,135,141.5,21.8,103.3,334.5,565.6,76.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,3.876896,5.503406,3.482882,0.602958,20.169022,14.77498,11.584213,13.120792,30.629534,32.097973,18.854992,0,1.358174,0,156.055822,89.955713,66.100109,9.380302,4.08584,34.944002,24.705005,62.727507,18.854992,1.358174,7.68
"ACME COMPANY -292",292,5,"May",13842,0.008964,0.014023,0.009604,0.008013,0.009133,0.009412,0.00314,0.000205,0.003988,21654,15262.6,14830.3,12373.5,14103,14533.8,8006.6,13292.3,2715.4,233.7,80.3,23.3,142.5,240.7,5.2,102,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,5.351405,7.596531,3.716101,0.643333,11.449683,8.387558,20.05705,22.717502,22.045664,23.102576,0.174573,0,1.818967,0,127.060943,64.613443,62.4475,12.947936,4.359434,19.837241,42.774552,45.14824,0.174573,1.818967,7.68
"ACME COMPANY -292",292,6,"June",13842,0.008964,0.013556,0.007074,0.009968,0.004776,0.010678,0.004394,0.00013,0.003728,20932.9,11973.5,10923.5,15392.4,7375,16488.7,7027.5,12299.4,2834.9,219.7,108,33.4,77.1,262.4,3.2,91.6,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,2.895388,4.110117,5.325442,0.921943,15.396063,11.27851,18.855123,21.356146,24.030329,25.182389,0.106187,0,1.633544,0,131.091181,68.242076,62.849105,7.005505,6.247385,26.674573,40.211269,49.212718,0.106187,1.633544,7.68
"ACME COMPANY -292",292,7,"July",13842,0.008964,0.006299,0.00826,0.006684,0.007889,0.008255,0.003685,0.00013,0.002787,9726.8,16355.9,12754.9,10321.3,12182,12747.2,6782,11884,1195.2,239.5,89.6,15.4,123,200.8,3.2,67.8,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,4.618082,6.555549,2.455971,0.425179,12.779276,9.361562,20.551542,23.277586,18.387667,19.269207,0.105112,0,1.208968,0,118.995701,60.106618,58.889083,11.173631,2.88115,22.140838,43.829128,37.656874,0.105112,1.208968,7.68
"ACME COMPANY -292",292,8,"August",13842,0.008964,0.013613,0.009405,0.006666,0.007802,0.009998,0.002848,0.010134,0.004421,21020.9,15696.6,14523,10293.5,12047.7,15438.7,11772.8,13733.9,2965.4,307.8,73,23.7,137.7,256.3,259.8,113.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,5.170423,7.339619,3.77905,0.654231,10.408988,7.625188,26.409088,29.9121,23.46972,24.594904,8.659026,0,2.020802,0,150.043139,79.917097,70.126042,12.510042,4.433281,18.034176,56.321188,48.064624,8.659026,2.020802,7.68
"ACME COMPANY -292",292,9,"September",13842,0.008964,0.013795,0.013289,0.006241,0.004036,0.010568,0.005568,0.007322,0.004559,21301.9,24118.5,20520.6,9637.2,6232.3,16318.9,13048.3,18171.9,2602,646.7,150,19.2,75.3,284.7,197.3,122.8,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,2.825548,4.010978,3.062471,0.530176,21.388746,15.668499,55.488634,62.848879,26.076732,27.3269,6.576649,0,2.190783,0,227.994995,117.609563,110.385432,6.836526,3.592647,37.057245,118.337513,53.403632,6.576649,2.190783,7.68
"ACME COMPANY -292",292,10,"October",13842,0.008964,0.013711,0.008284,0.008705,0.01102,0.010208,0.002717,0.000318,0.00351,21172.2,15800,12792,13442.1,17016.8,15763,7041.4,14282.1,3105.1,230.7,73,25,216.2,274.3,8.5,94.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,8.115012,11.519579,3.980316,0.689074,10.411402,7.626957,19.793475,22.418964,25.122886,26.327326,0.284848,0,1.68236,0,137.972199,69.390299,68.5819,19.634591,4.66939,18.038359,42.212439,51.450212,0.284848,1.68236,7.68
"ACME COMPANY -292",292,11,"November",13842,0.008964,0.013009,0.004911,0.011361,0.010044,0.010644,0.002671,0.00298,0.00197,20088.2,13811.1,7583.5,17543.4,15509.7,16436.2,10560.6,10435.5,1854.5,62.8,68.6,48.1,160.9,273.2,76.5,50.6,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,6.041537,8.576201,7.663747,1.326752,9.773932,7.159973,5.388144,6.10285,25.020955,26.220508,2.549461,0,0.901927,0,106.725987,57.339703,49.386284,14.617738,8.990499,16.933905,11.490994,51.241463,2.549461,0.901927,7.68
"ACME COMPANY -292",292,12,"December",13842,0.008964,0.015376,0.007709,0.010058,0.010298,0.009823,0.004391,0.000265,0.003612,23743.3,13472.9,11904.1,15531.3,15901.9,15168.4,7046.1,11721.8,2118.5,82.3,59.8,32.8,169.4,133.8,3.6,49.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.157303,0.318841,1,0.616541,0.413302,0.167883,1,6.361391,9.030245,5.230868,0.905571,8.529638,6.248455,7.062503,7.999303,12.256449,12.844047,0.120455,0,0.87763,0,77.466555,40.438934,37.027621,15.391636,6.136439,14.778093,15.061806,25.100496,0.120455,0.87763,7.68
"ACME COMPANY -293",293,1,"January",1791,0.00116,0.000854,0.001828,0.003721,0.000339,0.001051,0.001318,0.002616,0.00057,1318.5,1962.4,2822.4,5745.1,523.4,1622.7,1301.6,1712.3,262.1,41,28.5,8.2,4.4,22.8,56.7,12.3,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.303571,0.281457,1,0.736842,0.426724,0.326733,1,0.169494,0.227705,1.554694,0.154553,3.591571,3.144071,6.793086,3.294907,4.056111,1.767114,1.888897,0,0.22014,0,26.862343,18.273993,8.58835,0.397199,1.709247,6.735642,10.087993,5.823225,1.888897,0.22014,7.68
"ACME COMPANY -293",293,2,"February",1791,0.00116,0.001411,0.004379,0.003162,0.000679,0.001394,0.000909,0.000121,0.000575,2178.5,3708.6,6761,4882,1048.4,2152.3,6195.9,2027.2,336.4,77.9,24,9.2,9.5,36.9,3.2,15.2,32.73,26.83,1.07,15.52,31.02,32.73,2,6.92,9.2,1.07,4.32,5.45,6.92,2,0.303571,0.281457,1,0.736842,0.426724,0.326733,1,0.366958,0.492985,1.74416,0.173388,3.025401,2.648444,12.897701,6.255879,6.568193,2.861546,0.107006,0,0.270919,0,37.41258,24.980338,12.432242,0.859943,1.917548,5.673845,19.15358,9.429739,0.107006,0.270919,7.68
